item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM002276,ORD004098,PROD00135,1,59797,0
ITEM002277,ORD002121,PROD00007,3,20744,15
ITEM002278,ORD003591,PROD00211,5,49399,5
ITEM002279,ORD000898,PROD00147,5,6104,20
ITEM002280,ORD004647,PROD00034,1,32458,10
ITEM002281,ORD000358,PROD00013,1,28951,10
ITEM002282,ORD004335,PROD00239,4,37739,25
ITEM002283,ORD001048,PROD00214,2,26058,20
ITEM002284,ORD001888,PROD00072,2,51773,10
ITEM002285,ORD003581,PROD00070,5,17930,20
ITEM002286,ORD001293,PROD00031,4,2860,20
ITEM002287,ORD003361,PROD00082,2,37923,20
ITEM002288,ORD001213,PROD00183,3,28591,5
ITEM002289,ORD001364,PROD00052,1,11321,0
ITEM002290,ORD001216,PROD00222,4,45278,25
ITEM002291,ORD000013,PROD00225,1,23845,10
ITEM002292,ORD000017,PROD00016,2,50196,5
ITEM002293,ORD004252,PROD00097,1,1491,20
ITEM002294,ORD003304,PROD00117,2,52288,10
ITEM002295,ORD000040,PROD00001,2,39211,0
ITEM002296,ORD004655,PROD00024,5,34450,20
ITEM002297,ORD003328,PROD00205,1,16823,0
ITEM002298,ORD000757,PROD00099,1,1816,20
ITEM002299,ORD001248,PROD00211,5,49646,25
ITEM002300,ORD004051,PROD00052,2,9400,25
ITEM002301,ORD004768,PROD00173,4,48938,30
ITEM002302,ORD003767,PROD00190,5,50981,20
ITEM002303,ORD000073,PROD00139,5,3231,15
ITEM002304,ORD000674,PROD00242,3,19974,20
ITEM002305,ORD002114,PROD00100,5,28169,15
ITEM002306,ORD000189,PROD00236,2,2962,0
ITEM002307,ORD004830,PROD00132,5,53773,30
ITEM002308,ORD002041,PROD00112,3,45146,5
ITEM002309,ORD002002,PROD00244,1,58647,0
ITEM002310,ORD004288,PROD00226,4,5705,0
ITEM002311,ORD004950,PROD00143,1,21162,0
ITEM002312,ORD002702,PROD00129,3,45801,10
ITEM002313,ORD002532,PROD00039,2,50056,20
ITEM002314,ORD002129,PROD00207,1,12693,25
ITEM002315,ORD001667,PROD00083,1,4783,10
ITEM002316,ORD003368,PROD00008,2,18501,15
ITEM002317,ORD004709,PROD00156,4,21379,15
ITEM002318,ORD004768,PROD00228,5,16709,10
ITEM002319,ORD003539,PROD00114,3,56872,15
ITEM002320,ORD000783,PROD00015,2,47231,0
ITEM002321,ORD000132,PROD00208,5,9340,10
ITEM002322,ORD004417,PROD00234,2,46590,30
ITEM002323,ORD001247,PROD00236,-1,45435,20
ITEM002324,ORD004206,PROD00115,2,43069,5
ITEM002325,ORD000010,PROD00039,5,50569,10
ITEM002326,ORD004349,PROD00089,4,9523,0
ITEM002327,ORD004071,PROD00068,5,58446,0
ITEM002328,ORD003831,PROD00059,3,59599,5
ITEM002329,ORD003372,PROD00080,3,42057,5
ITEM002330,ORD003723,PROD00005,2,14866,10
ITEM002331,ORD001307,PROD00159,1,19610,0
ITEM002332,ORD001143,PROD00142,1,50866,20
ITEM002333,ORD000952,PROD00176,3,7324,20
ITEM002334,ORD001448,PROD00202,4,4851,25
ITEM002335,ORD000147,PROD00074,3,22972,20
ITEM002336,ORD000499,PROD00119,4,7798,0
ITEM002337,ORD000454,PROD00068,5,11630,5
ITEM002338,ORD000441,PROD00022,4,27064,0
ITEM002339,ORD004280,PROD00037,2,37102,5
ITEM002340,ORD000736,PROD00186,4,5979,0
ITEM002341,ORD004652,PROD00189,2,13440,5
ITEM002342,ORD000734,PROD00033,4,4798,10
ITEM002343,ORD004362,PROD00184,1,43217,10
ITEM002344,ORD003518,PROD00112,3,1055,15
ITEM002345,ORD002119,PROD00080,3,15005,30
ITEM002346,ORD002503,PROD00168,4,47840,0
ITEM002347,ORD003603,PROD00108,2,58878,5
ITEM002348,ORD002457,PROD00099,2,56145,25
ITEM002349,ORD000722,PROD00086,1,7317,20
ITEM002350,ORD004090,PROD00185,2,748,10
ITEM002351,ORD004029,PROD00217,2,48265,10
ITEM002352,ORD002865,PROD00143,2,17304,5
ITEM002353,ORD003358,PROD00137,4,5744,15
ITEM002354,ORD000832,PROD00192,2,10994,10
ITEM002355,ORD001502,PROD00101,2,54436,15
ITEM002356,ORD003212,PROD00217,4,548,20
ITEM002357,ORD003174,PROD00240,4,46410,30
ITEM002358,ORD003279,PROD00244,3,46095,30
ITEM002359,ORD002262,PROD00020,2,56393,5
ITEM002360,ORD003349,PROD00219,5,57927,15
ITEM002361,ORD002209,PROD00203,5,29266,20
ITEM002362,ORD003827,PROD00213,5,19531,15
ITEM002363,ORD004737,PROD00016,1,43710,5
ITEM002364,ORD000300,PROD00106,2,23998,0
ITEM002365,ORD002485,PROD00129,1,53140,20
ITEM002366,ORD001193,PROD00033,5,31978,10
ITEM002367,ORD002228,PROD00208,2,20826,30
ITEM002368,ORD002517,PROD00186,2,20458,0
ITEM002369,ORD003100,PROD00141,4,57886,25
ITEM002370,ORD000712,PROD00087,2,7539,5
ITEM002371,ORD004953,PROD00189,4,55578,10
ITEM002372,ORD002104,PROD00148,3,11023,10
ITEM002373,ORD002265,PROD00206,2,1426,15
ITEM002374,ORD000721,PROD00197,3,42427,30
ITEM002375,ORD004040,PROD00199,1,6924,25
ITEM002376,ORD000658,PROD00136,2,36128,20
ITEM002377,ORD000021,PROD00220,2,30682,5
ITEM002378,ORD001847,PROD00087,4,15602,10
ITEM002379,ORD004100,PROD00224,5,52004,10
ITEM002380,ORD000531,PROD00136,5,53141,5
ITEM002381,ORD003439,PROD00138,5,18468,20
ITEM002382,ORD002128,PROD00222,1,26852,15
ITEM002383,ORD000806,PROD00210,1,23061,30
ITEM002384,ORD000747,PROD00042,1,3166,5
ITEM002385,ORD002286,PROD00022,3,20681,5
ITEM002386,ORD000241,PROD00031,2,16496,30
ITEM002387,ORD004325,PROD00109,4,3639,10
ITEM002388,ORD004069,PROD00037,1,54288,5
ITEM002389,ORD004139,PROD00099,1,47061,25
ITEM002390,ORD001337,PROD00016,1,4130,5
ITEM002391,ORD003660,PROD00141,2,7183,20
ITEM002392,ORD000406,PROD00021,5,41122,20
ITEM002393,ORD000266,PROD00241,1,53226,10
ITEM002394,ORD003890,PROD00209,1,14053,10
ITEM002395,ORD004067,PROD00192,1,16074,0
ITEM002396,ORD003823,PROD00196,1,38946,30
ITEM002397,ORD000860,PROD00227,5,27493,0
ITEM002398,ORD002907,PROD00176,4,58240,5
ITEM002399,ORD004157,PROD00067,5,49534,0
ITEM002400,ORD002334,PROD00217,1,38431,25
ITEM002401,ORD002693,PROD00223,4,54136,20
ITEM002402,ORD000987,PROD00020,3,917,25
ITEM002403,ORD001831,PROD00087,2,28975,10
ITEM002404,ORD000978,PROD00006,5,11155,25
ITEM002405,ORD004330,PROD00174,4,11209,20
ITEM002406,ORD000029,PROD00121,4,34548,25
ITEM002407,ORD004905,PROD00195,2,51378,15
ITEM002408,ORD003834,PROD00029,1,47162,5
ITEM002409,ORD000226,PROD00142,4,7232,15
ITEM002410,ORD003851,PROD00250,5,7578,30
ITEM002411,ORD004881,PROD00226,2,8805,5
ITEM002412,ORD002059,PROD00124,5,41832,15
ITEM002413,ORD004387,PROD00051,4,51083,0
ITEM002414,ORD001858,PROD00011,4,22506,30
ITEM002415,ORD004585,PROD00222,4,57860,15
ITEM002416,ORD001492,PROD00205,1,59260,0
ITEM002417,ORD004498,PROD00094,3,36150,0
ITEM002418,ORD004101,PROD00009,3,30808,30
ITEM002419,ORD002105,PROD00172,1,11422,25
ITEM002420,ORD001106,PROD00055,3,13024,30
ITEM002421,ORD000996,PROD00101,4,12504,5
ITEM002422,ORD003150,PROD00155,5,2793,30
ITEM002423,ORD003735,PROD00067,4,36442,10
ITEM002424,ORD000164,PROD00100,4,43971,15
ITEM002425,ORD002921,PROD00017,4,45011,25
ITEM002426,ORD000970,PROD00063,4,40915,25
ITEM002427,ORD001164,PROD00023,5,55986,10
ITEM002428,ORD000946,PROD00215,3,3899,25
ITEM002429,ORD001190,PROD00100,4,58931,10
ITEM002430,ORD000080,PROD00056,1,589,15
ITEM002431,ORD004282,PROD00197,2,24153,0
ITEM002432,ORD001283,PROD00073,3,58809,30
ITEM002433,ORD000922,PROD00159,2,46359,25
ITEM002434,ORD004735,PROD00036,-5,57034,5
ITEM002435,ORD002399,PROD00129,3,35809,30
ITEM002436,ORD000084,PROD00078,1,14743,0
ITEM002437,ORD004921,PROD00208,1,48704,15
ITEM002438,ORD002592,PROD00220,1,53649,0
ITEM002439,ORD000827,PROD00095,2,3370,5
ITEM002440,ORD002988,PROD00196,1,25010,15
ITEM002441,ORD002383,PROD00104,5,25736,25
ITEM002442,ORD002704,PROD00060,2,15444,25
ITEM002443,ORD000766,PROD00001,3,36341,0
ITEM002444,ORD000971,PROD00226,3,1419,30
ITEM002445,ORD002127,PROD00197,3,32980,15
ITEM002446,ORD004795,PROD00202,-2,32450,20
ITEM002447,ORD002622,PROD00121,4,56367,0
ITEM002448,ORD002630,PROD00191,2,36463,10
ITEM002449,ORD000626,PROD00232,1,9266,20
ITEM002450,ORD002700,PROD00207,4,59780,15
ITEM002451,ORD004852,PROD00096,1,9080,5
ITEM002452,ORD000807,PROD00088,5,32920,20
ITEM002453,ORD003084,PROD00219,3,17312,5
ITEM002454,ORD004904,PROD00119,1,50266,25
ITEM002455,ORD003141,PROD00005,2,15182,25
ITEM002456,ORD002398,PROD00112,2,19674,30
ITEM002457,ORD003464,PROD00198,3,50874,10
ITEM002458,ORD000301,PROD00092,4,31007,5
ITEM002459,ORD000224,PROD00118,1,29236,0
ITEM002460,ORD004097,PROD00119,2,4307,30
ITEM002461,ORD002160,PROD00194,1,24001,15
ITEM002462,ORD001884,PROD00124,4,35136,25
ITEM002463,ORD003987,PROD00082,1,14489,0
ITEM002464,ORD000131,PROD00199,3,15259,20
ITEM002465,ORD002429,PROD00211,2,58539,15
ITEM002466,ORD004123,PROD00217,1,55385,10
ITEM002467,ORD001484,PROD00099,3,46547,15
ITEM002468,ORD001416,PROD00086,1,10916,20
ITEM002469,ORD003232,PROD00176,3,50800,30
ITEM002470,ORD003694,PROD00048,5,26699,5
ITEM002471,ORD002460,PROD00012,5,34129,30
ITEM002472,ORD002054,PROD00035,4,27603,15
ITEM002473,ORD003091,PROD00175,1,29484,25
ITEM002474,ORD000554,PROD00221,2,9725,15
ITEM002475,ORD004494,PROD00248,2,22468,5
ITEM002476,ORD001134,PROD00092,4,31487,15
ITEM002477,ORD004334,PROD00111,5,8516,5
ITEM002478,ORD004976,PROD00014,5,55081,15
ITEM002479,ORD000248,PROD00205,4,59015,25
ITEM002480,ORD003223,PROD00152,3,34182,20
ITEM002481,ORD002742,PROD00200,2,11858,0
ITEM002482,ORD002128,PROD00002,3,51249,5
ITEM002483,ORD004300,PROD00242,3,51955,0
ITEM002484,ORD003886,PROD00052,5,50893,5
ITEM002485,ORD000687,PROD00245,5,27701,25
ITEM002486,ORD003682,PROD00110,3,39371,30
ITEM002487,ORD002575,PROD00050,3,51189,0
ITEM002488,ORD000474,PROD00189,3,27267,15
ITEM002489,ORD003796,PROD00128,4,33080,20
ITEM002490,ORD001301,PROD00112,3,22861,10
ITEM002491,ORD000227,PROD00062,1,38749,25
ITEM002492,ORD001483,PROD00123,5,17317,5
ITEM002493,ORD001067,PROD00117,2,56681,15
ITEM002494,ORD001443,PROD00045,2,12113,0
ITEM002495,ORD000872,PROD00195,2,31897,0
ITEM002496,ORD003040,PROD00167,1,55082,15
ITEM002497,ORD000989,PROD00248,4,28213,20
ITEM002498,ORD001347,PROD00015,4,7286,15
ITEM002499,ORD004450,PROD00096,3,10629,20
ITEM002500,ORD004526,PROD00104,1,19236,10
ITEM002501,ORD000266,PROD00096,5,36571,5
ITEM002502,ORD003481,PROD00245,2,7087,30
ITEM002503,ORD004789,PROD00220,5,815,5
ITEM002504,ORD001477,PROD00192,2,12567,0
ITEM002505,ORD004503,PROD00004,4,37566,30
ITEM002506,ORD001511,PROD00174,1,58658,10
ITEM002507,ORD000635,PROD00016,4,17905,15
ITEM002508,ORD000586,PROD00116,4,36106,0
ITEM002509,ORD000159,PROD00236,4,58203,30
ITEM002510,ORD003278,PROD00237,2,53136,0
ITEM002511,ORD000323,PROD00228,2,29506,30
ITEM002512,ORD000270,PROD00075,3,45208,0
ITEM002513,ORD001514,PROD00106,5,13294,5
ITEM002514,ORD002291,PROD00097,4,12328,10
ITEM002515,ORD000927,PROD00221,5,14971,30
ITEM002516,ORD002283,PROD00201,4,10779,20
ITEM002517,ORD004549,PROD00002,4,28692,5
ITEM002518,ORD000267,PROD00190,-5,14868,20
ITEM002519,ORD002131,PROD00016,4,49860,10
ITEM002520,ORD004506,PROD00084,2,58035,10
ITEM002521,ORD001794,PROD00189,1,46101,20
ITEM002522,ORD003785,PROD00180,5,15036,5
ITEM002523,ORD001477,PROD00139,2,49983,15
ITEM002524,ORD000966,PROD00211,1,10790,20
ITEM002525,ORD000392,PROD00077,4,14862,10
ITEM002526,ORD000488,PROD00033,5,53849,15
ITEM002527,ORD003708,PROD00102,4,47389,15
ITEM002528,ORD003717,PROD00221,3,54305,5
ITEM002529,ORD002489,PROD00092,2,36539,25
ITEM002530,ORD002170,PROD00160,2,38842,15
ITEM002531,ORD003709,PROD00186,5,24786,0
ITEM002532,ORD004474,PROD00112,1,33439,30
ITEM002533,ORD003430,PROD00192,3,53781,0
ITEM002534,ORD003382,PROD00217,4,24114,30
ITEM002535,ORD004470,PROD00003,1,11417,0
ITEM002536,ORD001408,PROD00153,1,37330,30
ITEM002537,ORD000637,PROD00232,1,11172,5
ITEM002538,ORD002452,PROD00226,3,51197,30
ITEM002539,ORD002290,PROD00067,2,40912,0
ITEM002540,ORD004791,PROD00058,5,37814,0
ITEM002541,ORD002855,PROD00246,2,59200,5
ITEM002542,ORD001420,PROD00002,2,16504,5
ITEM002543,ORD000551,PROD00011,2,16335,10
ITEM002544,ORD002715,PROD00089,2,53357,10
ITEM002545,ORD001854,PROD00087,1,7739,20
ITEM002546,ORD000274,PROD00058,3,21832,30
ITEM002547,ORD004542,PROD00207,4,38369,20
ITEM002548,ORD001706,PROD00160,5,18967,25
ITEM002549,ORD002012,PROD00050,2,49783,30
ITEM002550,ORD002018,PROD00101,2,19603,30
ITEM002551,ORD001084,PROD00002,2,39103,15
ITEM002552,ORD004623,PROD00192,5,2046,10
ITEM002553,ORD001004,PROD00033,5,42577,5
ITEM002554,ORD000742,PROD00042,3,49626,10
ITEM002555,ORD002731,PROD00193,5,4070,15
ITEM002556,ORD004925,PROD00158,5,26043,10
ITEM002557,ORD001169,PROD00063,2,3998,0
ITEM002558,ORD000617,PROD00124,4,26611,5
ITEM002559,ORD003045,PROD00072,4,20549,20
ITEM002560,ORD003146,PROD00047,2,4596,0
ITEM002561,ORD002198,PROD00165,5,51082,30
ITEM002562,ORD003672,PROD00088,1,37416,5
ITEM002563,ORD004801,PROD00034,5,52521,0
ITEM002564,ORD000623,PROD00180,2,26221,15
ITEM002565,ORD003051,PROD00060,2,6845,15
ITEM002566,ORD002246,PROD00122,4,8695,15
ITEM002567,ORD004168,PROD00162,3,10205,25
ITEM002568,ORD000843,PROD00230,4,16806,15
ITEM002569,ORD003488,PROD00031,2,46255,0
ITEM002570,ORD001873,PROD00007,4,53295,30
ITEM002571,ORD001298,PROD00169,1,37726,20
ITEM002572,ORD002584,PROD00224,5,59438,10
ITEM002573,ORD001566,PROD00043,2,18026,0
ITEM002574,ORD001887,PROD00221,1,4415,10
ITEM002575,ORD002604,PROD00025,3,23540,0
ITEM002576,ORD001144,PROD00026,3,14054,25
ITEM002577,ORD002454,PROD00061,5,42233,0
ITEM002578,ORD003618,PROD00125,1,34209,30
ITEM002579,ORD001145,PROD00067,5,30511,25
ITEM002580,ORD003067,PROD00178,4,39979,5
ITEM002581,ORD001257,PROD00249,3,56658,5
ITEM002582,ORD001936,PROD00182,1,33180,20
ITEM002583,ORD002633,PROD00180,3,41475,30
ITEM002584,ORD004840,PROD00047,5,52153,0
ITEM002585,ORD004447,PROD00124,1,20125,30
ITEM002586,ORD004037,PROD00163,4,3016,15
ITEM002587,ORD001625,PROD00247,4,54663,20
ITEM002588,ORD001394,PROD00151,2,58012,5
ITEM002589,ORD002903,PROD00025,5,36881,15
ITEM002590,ORD000469,PROD00043,3,57487,20
ITEM002591,ORD004448,PROD00171,3,30923,25
ITEM002592,ORD000470,PROD00227,3,28696,10
ITEM002593,ORD004125,PROD00202,5,22159,25
ITEM002594,ORD004346,PROD00050,3,48484,20
ITEM002595,ORD002627,PROD00180,5,11558,30
ITEM002596,ORD003915,PROD00035,4,46869,30
ITEM002597,ORD000148,PROD00190,4,51977,5
ITEM002598,ORD003951,PROD00033,5,17740,15
ITEM002599,ORD002969,PROD00079,5,51347,5
ITEM002600,ORD002613,PROD00189,2,56809,30
ITEM002601,ORD004798,PROD00101,3,5552,30
ITEM002602,ORD001415,PROD00047,2,36701,5
ITEM002603,ORD000871,PROD00137,3,865,30
ITEM002604,ORD003324,PROD00044,2,23412,25
ITEM002605,ORD004526,PROD00106,3,29609,5
ITEM002606,ORD002064,PROD00226,2,38899,30
ITEM002607,ORD000743,PROD00218,2,42644,0
ITEM002608,ORD002013,PROD00237,2,52264,5
ITEM002609,ORD004668,PROD00147,3,6014,10
ITEM002610,ORD000111,PROD00156,2,39229,0
ITEM002611,ORD003633,PROD00011,4,26148,5
ITEM002612,ORD000003,PROD00068,2,27163,15
ITEM002613,ORD000432,PROD00247,3,54565,30
ITEM002614,ORD001591,PROD00048,5,23978,15
ITEM002615,ORD002336,PROD00166,1,31574,30
ITEM002616,ORD001898,PROD00158,1,1529,25
ITEM002617,ORD000692,PROD00148,1,3570,25
ITEM002618,ORD001645,PROD00138,2,16396,10
ITEM002619,ORD001314,PROD00077,5,11941,5
ITEM002620,ORD004849,PROD00057,4,6437,0
ITEM002621,ORD000384,PROD00108,4,56148,0
ITEM002622,ORD003780,PROD00125,1,34960,5
ITEM002623,ORD002302,PROD00103,1,21295,15
ITEM002624,ORD003425,PROD00213,1,45197,25
ITEM002625,ORD001064,PROD00101,1,31364,15
ITEM002626,ORD004307,PROD00183,3,14612,25
ITEM002627,ORD004690,PROD00084,3,976,0
ITEM002628,ORD001638,PROD00070,2,30645,5
ITEM002629,ORD003487,PROD00169,4,6206,15
ITEM002630,ORD000912,PROD00053,2,56489,5
ITEM002631,ORD000940,PROD00004,2,51844,15
ITEM002632,ORD000764,PROD00248,5,17272,10
ITEM002633,ORD001639,PROD00184,4,19939,5
ITEM002634,ORD002262,PROD00231,1,25799,10
ITEM002635,ORD001611,PROD00118,3,7922,25
ITEM002636,ORD003182,PROD00134,2,30703,15
ITEM002637,ORD000260,PROD00109,3,31535,15
ITEM002638,ORD004952,PROD00075,-2,52076,10
ITEM002639,ORD002273,PROD00226,2,41173,0
ITEM002640,ORD003878,PROD00084,4,53308,0
ITEM002641,ORD004510,PROD00113,-3,6859,20
ITEM002642,ORD004051,PROD00159,1,5971,30
ITEM002643,ORD001413,PROD00077,5,37303,5
ITEM002644,ORD002352,PROD00144,2,2998,5
ITEM002645,ORD002185,PROD00198,2,29482,10
ITEM002646,ORD004065,PROD00044,3,5396,30
ITEM002647,ORD003510,PROD00200,2,17907,10
ITEM002648,ORD004105,PROD00211,-3,52475,5
ITEM002649,ORD003676,PROD00146,4,37825,10
ITEM002650,ORD002404,PROD00198,1,11146,10
ITEM002651,ORD001847,PROD00097,5,24530,25
ITEM002652,ORD004652,PROD00011,2,27695,20
ITEM002653,ORD001417,PROD00051,3,45402,15
ITEM002654,ORD002181,PROD00017,5,28734,25
ITEM002655,ORD002777,PROD00059,1,510,20
ITEM002656,ORD002564,PROD00124,5,57604,10
ITEM002657,ORD003202,PROD00186,3,11728,0
ITEM002658,ORD004834,PROD00155,3,15665,10
ITEM002659,ORD000267,PROD00149,1,55037,30
ITEM002660,ORD000637,PROD00068,2,31557,20
ITEM002661,ORD004004,PROD00217,4,3570,10
ITEM002662,ORD002406,PROD00057,4,48602,0
ITEM002663,ORD002146,PROD00071,4,33408,20
ITEM002664,ORD003246,PROD00187,2,30252,0
ITEM002665,ORD003698,PROD00216,4,5697,20
ITEM002666,ORD002101,PROD00230,3,57871,15
ITEM002667,ORD001077,PROD00174,4,55945,15
ITEM002668,ORD003311,PROD00142,4,49780,5
ITEM002669,ORD002433,PROD00226,1,24400,25
ITEM002670,ORD004240,PROD00192,1,34343,10
ITEM002671,ORD000490,PROD00039,5,37737,0
ITEM002672,ORD001368,PROD00148,4,31454,25
ITEM002673,ORD004236,PROD00079,1,1026,30
ITEM002674,ORD003723,PROD00167,3,2987,25
ITEM002675,ORD002377,PROD00250,5,25535,0
ITEM002676,ORD003510,PROD00009,2,24111,15
ITEM002677,ORD001867,PROD00181,3,59244,0
ITEM002678,ORD003481,PROD00152,2,29411,10
ITEM002679,ORD000222,PROD00102,5,16398,5
ITEM002680,ORD001729,PROD00006,4,42545,15
ITEM002681,ORD000986,PROD00141,4,31167,25
ITEM002682,ORD001503,PROD00108,2,12295,25
ITEM002683,ORD003895,PROD00234,4,58486,30
ITEM002684,ORD000666,PROD00158,5,42398,10
ITEM002685,ORD003704,PROD00131,1,50834,20
ITEM002686,ORD001787,PROD00129,5,28539,10
ITEM002687,ORD000383,PROD00100,3,44618,20
ITEM002688,ORD004692,PROD00107,4,49545,5
ITEM002689,ORD001386,PROD00179,-2,20267,25
ITEM002690,ORD004127,PROD00194,5,45755,20
ITEM002691,ORD002580,PROD00205,4,26501,0
ITEM002692,ORD002480,PROD00147,3,55885,0
ITEM002693,ORD000967,PROD00178,2,9409,30
ITEM002694,ORD004596,PROD00109,4,4145,10
ITEM002695,ORD003289,PROD00175,1,36021,30
ITEM002696,ORD003202,PROD00053,4,2249,15
ITEM002697,ORD000572,PROD00103,2,55280,0
ITEM002698,ORD000122,PROD00122,2,38171,25
ITEM002699,ORD004763,PROD00046,2,53356,20
ITEM002700,ORD000657,PROD00173,5,55304,20
ITEM002701,ORD001309,PROD00126,5,53803,20
ITEM002702,ORD003430,PROD00180,1,37121,5
ITEM002703,ORD001672,PROD00198,3,58205,30
ITEM002704,ORD003749,PROD00189,2,30685,0
ITEM002705,ORD002523,PROD00157,1,35289,15
ITEM002706,ORD004812,PROD00075,3,11547,15
ITEM002707,ORD004845,PROD00138,2,2279,5
ITEM002708,ORD001945,PROD00246,2,58251,0
ITEM002709,ORD004928,PROD00178,3,20123,25
ITEM002710,ORD002940,PROD00199,1,7702,10
ITEM002711,ORD003684,PROD00007,5,40309,15
ITEM002712,ORD000521,PROD00158,4,39543,5
ITEM002713,ORD003598,PROD00049,-3,54008,20
ITEM002714,ORD004975,PROD00136,1,24408,10
ITEM002715,ORD004600,PROD00234,2,18096,5
ITEM002716,ORD002277,PROD00169,5,48960,30
ITEM002717,ORD001202,PROD00201,2,53497,0
ITEM002718,ORD004414,PROD00029,1,30833,25
ITEM002719,ORD000046,PROD00099,4,31198,20
ITEM002720,ORD001817,PROD00174,4,42301,10
ITEM002721,ORD004323,PROD00149,1,22827,25
ITEM002722,ORD002070,PROD00226,1,7047,15
ITEM002723,ORD001163,PROD00231,5,47663,25
ITEM002724,ORD000013,PROD00052,5,6404,10
ITEM002725,ORD000938,PROD00122,4,51071,0
ITEM002726,ORD003378,PROD00162,1,39561,5
ITEM002727,ORD000393,PROD00053,3,3087,15
ITEM002728,ORD004419,PROD00009,-1,33931,25
ITEM002729,ORD000538,PROD00117,-5,42283,30
ITEM002730,ORD004332,PROD00043,2,26652,5
ITEM002731,ORD001425,PROD00167,5,27472,20
ITEM002732,ORD004314,PROD00084,3,54886,10
ITEM002733,ORD000158,PROD00118,1,43587,30
ITEM002734,ORD004747,PROD00248,2,34138,20
ITEM002735,ORD003826,PROD00162,3,37324,5
ITEM002736,ORD003433,PROD00139,3,6120,0
ITEM002737,ORD000921,PROD00185,1,28020,20
ITEM002738,ORD000903,PROD00044,5,58270,15
ITEM002739,ORD001085,PROD00004,4,26917,15
ITEM002740,ORD001094,PROD00216,5,2468,20
ITEM002741,ORD000984,PROD00117,1,16035,20
ITEM002742,ORD001436,PROD00237,1,41954,30
ITEM002743,ORD002168,PROD00072,4,13054,25
ITEM002744,ORD004874,PROD00098,3,14609,10
ITEM002745,ORD002737,PROD00134,2,42369,10
ITEM002746,ORD000666,PROD00046,4,59281,0
ITEM002747,ORD002419,PROD00208,1,48520,25
ITEM002748,ORD003064,PROD00056,2,19846,5
ITEM002749,ORD004797,PROD00024,4,39403,0
ITEM002750,ORD002984,PROD00064,2,14903,15
ITEM002751,ORD002182,PROD00146,1,12269,20
ITEM002752,ORD000482,PROD00064,4,26846,30
ITEM002753,ORD003678,PROD00001,5,24988,25
ITEM002754,ORD001985,PROD00097,2,49728,10
ITEM002755,ORD002526,PROD00011,3,9013,30
ITEM002756,ORD003481,PROD00066,3,23556,5
ITEM002757,ORD004365,PROD00209,5,49707,0
ITEM002758,ORD002281,PROD00174,4,52058,10
ITEM002759,ORD003278,PROD00212,1,16229,30
ITEM002760,ORD004480,PROD00038,3,55376,20
ITEM002761,ORD004670,PROD00116,1,23386,30
ITEM002762,ORD003027,PROD00071,4,16603,20
ITEM002763,ORD001619,PROD00246,4,27242,5
ITEM002764,ORD000315,PROD00098,2,15427,15
ITEM002765,ORD004951,PROD00199,4,53174,15
ITEM002766,ORD002325,PROD00150,5,34964,15
ITEM002767,ORD004764,PROD00080,1,8776,10
ITEM002768,ORD001427,PROD00035,5,53816,15
ITEM002769,ORD004955,PROD00135,1,17114,5
ITEM002770,ORD003365,PROD00145,4,12392,5
ITEM002771,ORD003145,PROD00107,5,8741,0
ITEM002772,ORD004663,PROD00150,4,5062,15
ITEM002773,ORD002825,PROD00097,4,11894,5
ITEM002774,ORD001265,PROD00151,5,38966,20
ITEM002775,ORD004491,PROD00064,5,52147,25
ITEM002776,ORD004529,PROD00189,2,21311,30
ITEM002777,ORD004555,PROD00132,4,56999,15
ITEM002778,ORD003695,PROD00157,4,46838,15
ITEM002779,ORD003554,PROD00004,2,24690,30
ITEM002780,ORD002088,PROD00135,3,8257,5
ITEM002781,ORD002061,PROD00230,2,3501,20
ITEM002782,ORD000784,PROD00084,-5,53587,5
ITEM002783,ORD001554,PROD00250,2,39826,20
ITEM002784,ORD001033,PROD00104,5,5846,5
ITEM002785,ORD000545,PROD00075,1,2222,0
ITEM002786,ORD003821,PROD00239,3,3555,25
ITEM002787,ORD000552,PROD00245,4,9920,30
ITEM002788,ORD001859,PROD00219,3,48874,25
ITEM002789,ORD004621,PROD00019,1,57363,10
ITEM002790,ORD000137,PROD00053,2,19994,0
ITEM002791,ORD004061,PROD00083,5,53484,20
ITEM002792,ORD004453,PROD00121,2,59356,25
ITEM002793,ORD004425,PROD00112,2,2473,20
ITEM002794,ORD003144,PROD00077,3,54879,25
ITEM002795,ORD001110,PROD00076,2,48946,30
ITEM002796,ORD001240,PROD00015,1,21894,20
ITEM002797,ORD002760,PROD00213,5,12270,5
ITEM002798,ORD003969,PROD00110,2,2330,20
ITEM002799,ORD000839,PROD00160,4,40187,30
ITEM002800,ORD003283,PROD00033,3,36914,20
ITEM002801,ORD004467,PROD00236,5,54516,30
ITEM002802,ORD003032,PROD00103,1,42835,30
ITEM002803,ORD000698,PROD00122,5,8931,0
ITEM002804,ORD000023,PROD00115,3,16422,25
ITEM002805,ORD000824,PROD00240,5,27070,15
ITEM002806,ORD002730,PROD00123,5,28520,20
ITEM002807,ORD002379,PROD00218,2,49956,30
ITEM002808,ORD002518,PROD00126,1,20591,5
ITEM002809,ORD001339,PROD00082,3,8198,25
ITEM002810,ORD001591,PROD00124,2,5054,25
ITEM002811,ORD003316,PROD00025,5,20992,30
ITEM002812,ORD004016,PROD00127,1,3696,15
