order_id,customer_id,order_date,status,region_code
ORD001130,,2023-07-10 04:32:17,RETURNED,WEST
ORD001131,CUST00499,2025-02-01 11:37:44,PLACED,EAST
ORD001132,CUST00920,2026-01-20 14:41:53,SHIPPED,EAST
ORD001133,CUST00527,2025-09-13 19:33:40,PLACED,NORTH
ORD001134,CUST00172,2024-08-14 20:52:10,RETURNED,CENTRAL
ORD001135,CUST00008,2025-07-22 18:25:58,PLACED,SOUTH
ORD001136,CUST00687,2025-07-03 01:09:08,SHIPPED,WEST
ORD001137,CUST00856,2024-12-03 11:10:50,PLACED,SOUTH
ORD001138,CUST00551,2026-01-22 18:23:50,CANCELLED,NORTH
ORD001139,,2025-04-26 00:59:03,SHIPPED,NORTH
ORD001140,CUST00471,2024-12-02 17:17:37,DELIVERED,NORTH
ORD001141,CUST00090,2025-01-24 21:39:50,PLACED,NORTH
ORD001142,CUST00183,2026-05-23 03:22:33,DELIVERED,CENTRAL
ORD001143,CUST00073,2024-12-12 20:38:49,RETURNED,SOUTH
ORD001144,CUST00933,2024-10-30 14:11:16,DELIVERED,WEST
ORD001145,CUST00398,2024-05-07 00:00:00,CANCELLED,WEST
ORD001146,CUST00444,2025-01-10 00:42:03,DELIVERED,NORTH
ORD001147,CUST00399,2026-04-27 01:42:30,PLACED,CENTRAL
ORD001148,CUST00007,2025-03-08 21:52:53,RETURNED,NORTH
ORD001149,CUST00775,2025-02-05 18:53:53,RETURNED,NORTH
ORD001150,CUST00718,2026-02-01 18:24:18,PLACED,EAST
ORD001151,,2023-09-25 19:54:43,RETURNED,NORTH
ORD001152,CUST00297,2025-01-01 23:31:28,DELIVERED,CENTRAL
ORD001153,CUST00089,2024-11-22 22:36:03,DELIVERED,WEST
ORD001154,CUST00391,2023-12-01 12:40:32,CANCELLED,NORTH
ORD001155,CUST00486,2023-07-03 16:47:50,SHIPPED,CENTRAL
ORD001156,CUST00226,2025-06-07 16:58:38,SHIPPED,WEST
ORD001157,CUST00816,2026-06-17 16:36:43,RETURNED,EAST
ORD001158,CUST00984,2025-03-14 02:17:38,SHIPPED,EAST
ORD001159,,2024-01-30 14:58:54,DELIVERED,NORTH
ORD001160,CUST00567,2023-07-08 00:00:00,RETURNED,SOUTH
ORD001161,CUST00127,2026-01-18 22:35:36,PLACED,NORTH
ORD001162,,2024-01-05 19:37:59,RETURNED,WEST
ORD001163,CUST00551,2025-09-30 05:05:18,RETURNED,NORTH
ORD001164,CUST00313,2024-09-05 01:05:50,SHIPPED,EAST
ORD001165,CUST00217,2026-06-19 04:16:02,CANCELLED,CENTRAL
ORD001166,CUST00146,2024-07-18 23:56:51,SHIPPED,SOUTH
ORD001167,CUST00227,2025-01-21 05:51:17,RETURNED,EAST
ORD001168,CUST00199,2025-05-30 22:31:11,PLACED,SOUTH
ORD001169,CUST00688,2026-02-13 11:36:53,RETURNED,NORTH
ORD001170,CUST00872,2026-05-29 20:37:11,RETURNED,WEST
ORD001171,CUST00661,2026-04-17 10:28:27,RETURNED,NORTH
ORD001172,CUST00298,2025-07-06 02:30:41,PLACED,EAST
ORD001173,CUST00101,2025-09-05 19:10:41,SHIPPED,CENTRAL
ORD001174,CUST00499,2025-03-31 16:16:06,DELIVERED,EAST
ORD001175,CUST00132,2026-04-19 12:53:31,SHIPPED,NORTH
ORD001176,CUST00292,2024-04-15 20:30:54,RETURNED,NORTH
ORD001177,CUST00922,2023-07-03 18:27:15,SHIPPED,EAST
ORD001178,CUST00498,2026-03-16 00:00:00,CANCELLED,EAST
ORD001179,CUST00632,2024-11-10 09:40:01,DELIVERED,CENTRAL
ORD001180,CUST00157,2023-07-24 17:48:55,RETURNED,CENTRAL
ORD001181,CUST00374,2026-03-09 10:43:23,DELIVERED,WEST
ORD001182,CUST00173,2025-01-08 11:13:52,PLACED,EAST
ORD001183,CUST00253,2023-09-07 23:38:09,SHIPPED,WEST
ORD001184,CUST00284,2024-11-15 14:15:06,DELIVERED,SOUTH
ORD001185,CUST00696,2026-05-17 00:50:00,DELIVERED,WEST
ORD001186,CUST00474,2025-05-19 02:43:37,CANCELLED,EAST
ORD001187,CUST00794,2024-06-25 17:29:25,DELIVERED,WEST
ORD001188,CUST00565,2026-01-26 11:33:27,PLACED,SOUTH
ORD001189,CUST00662,2025-07-20 14:36:34,RETURNED,NORTH
ORD001190,CUST00862,2025-03-11 13:01:56,DELIVERED,SOUTH
ORD001191,CUST00913,2026-02-04 12:53:26,RETURNED,SOUTH
ORD001192,CUST00270,2023-11-02 07:27:27,PLACED,NORTH
ORD001193,,2024-12-21 00:37:26,PLACED,CENTRAL
ORD001194,CUST00647,2025-04-23 15:40:04,PLACED,CENTRAL
ORD001195,,2025-07-07 12:54:15,CANCELLED,CENTRAL
ORD001196,CUST00218,2026-04-16 14:26:59,PLACED,CENTRAL
ORD001197,CUST00267,2026-06-19 13:01:58,RETURNED,CENTRAL
ORD001198,CUST00484,2023-12-01 23:03:12,SHIPPED,EAST
ORD001199,CUST00402,2025-02-15 18:21:33,SHIPPED,CENTRAL
ORD001200,CUST00751,2024-09-27 09:47:54,DELIVERED,SOUTH
ORD001201,CUST00476,2026-01-27 02:52:23,RETURNED,CENTRAL
ORD001202,CUST00093,2024-04-26 22:47:19,CANCELLED,EAST
ORD001203,CUST00515,2024-02-06 07:14:17,PLACED,SOUTH
ORD001204,CUST00869,2025-09-13 18:49:37,RETURNED,SOUTH
ORD001205,CUST00776,2025-12-03 07:29:42,RETURNED,SOUTH
ORD001206,CUST00457,2025-08-20 20:00:34,SHIPPED,SOUTH
ORD001207,,2023-08-17 00:00:00,RETURNED,SOUTH
ORD001208,CUST00754,2024-01-13 12:48:34,CANCELLED,EAST
ORD001209,CUST00042,2025-08-10 09:47:03,SHIPPED,WEST
ORD001210,CUST00238,2023-11-11 04:44:21,PLACED,EAST
ORD001211,CUST00379,2024-10-09 00:52:18,SHIPPED,NORTH
ORD001212,CUST00685,2026-05-09 11:22:07,SHIPPED,CENTRAL
ORD001213,CUST00930,2025-10-28 08:33:03,DELIVERED,WEST
ORD001214,CUST00481,2025-06-23 01:28:18,CANCELLED,NORTH
ORD001215,,2024-03-15 23:15:25,DELIVERED,NORTH
ORD001216,CUST00721,2025-05-22 04:34:00,RETURNED,EAST
ORD001217,CUST00855,2023-12-25 14:36:18,DELIVERED,CENTRAL
ORD001218,CUST00558,2025-07-16 00:00:00,RETURNED,SOUTH
ORD001219,CUST00386,2026-04-23 06:52:52,CANCELLED,EAST
ORD001220,CUST00602,2025-10-15 19:21:12,PLACED,CENTRAL
ORD001221,CUST00258,2024-07-07 03:15:21,CANCELLED,SOUTH
ORD001222,CUST00529,2024-07-10 22:45:43,CANCELLED,EAST
ORD001223,CUST00837,2024-05-22 16:20:04,DELIVERED,WEST
ORD001224,CUST00812,2024-03-19 15:59:45,CANCELLED,CENTRAL
ORD001225,CUST00007,2026-04-18 18:52:22,RETURNED,SOUTH
ORD001226,CUST00451,2026-06-20 04:17:30,SHIPPED,SOUTH
ORD001227,CUST00079,2023-11-14 20:03:09,RETURNED,EAST
ORD001228,CUST00217,2023-12-09 17:59:14,SHIPPED,SOUTH
ORD001229,CUST00162,2025-05-04 11:47:38,DELIVERED,CENTRAL
ORD001230,CUST00735,2023-08-13 07:15:35,PLACED,SOUTH
ORD001231,CUST00425,2024-03-03 19:47:48,DELIVERED,NORTH
ORD001232,CUST00494,2024-11-17 02:37:28,CANCELLED,WEST
ORD001233,CUST00216,2025-02-13 15:19:45,RETURNED,SOUTH
ORD001234,CUST00663,2024-09-06 10:17:27,CANCELLED,NORTH
ORD001235,CUST00250,2024-06-05 06:00:24,PLACED,SOUTH
ORD001236,CUST00588,2024-08-02 02:52:51,RETURNED,SOUTH
ORD001237,CUST00138,2026-04-28 09:33:45,RETURNED,NORTH
ORD001238,CUST00913,2025-07-07 19:37:48,RETURNED,SOUTH
ORD001239,CUST00058,2026-05-05 15:37:13,SHIPPED,EAST
ORD001240,CUST00945,2024-01-06 03:13:22,SHIPPED,CENTRAL
ORD001241,,2026-04-27 16:33:00,CANCELLED,CENTRAL
ORD001242,CUST00993,2024-01-25 19:09:33,RETURNED,NORTH
ORD001243,CUST00900,2025-10-06 07:00:41,DELIVERED,NORTH
ORD001244,CUST00222,2026-03-09 02:10:52,CANCELLED,CENTRAL
ORD001245,CUST00483,2025-08-01 03:20:44,CANCELLED,SOUTH
ORD001246,CUST00225,2023-11-16 09:42:20,CANCELLED,CENTRAL
ORD001247,,2026-06-07 13:23:24,RETURNED,SOUTH
ORD001248,CUST00639,2024-11-26 21:31:03,RETURNED,EAST
ORD001249,CUST00172,2024-06-10 13:53:35,DELIVERED,WEST
ORD001250,CUST00611,2025-12-09 15:35:18,RETURNED,NORTH
ORD001251,CUST00236,2026-01-17 00:44:41,CANCELLED,WEST
ORD001252,CUST00136,2023-10-07 08:45:15,PLACED,NORTH
ORD001253,CUST00208,2026-03-25 07:21:04,RETURNED,CENTRAL
ORD001254,CUST00701,2024-12-13 02:10:38,CANCELLED,SOUTH
ORD001255,CUST00621,2025-02-03 13:45:22,PLACED,SOUTH
ORD001256,,2025-02-10 18:45:17,RETURNED,CENTRAL
ORD001257,CUST00040,2026-04-09 17:41:03,RETURNED,CENTRAL
ORD001258,CUST00771,2026-03-22 09:05:52,PLACED,NORTH
ORD001259,,2025-11-17 18:56:27,SHIPPED,CENTRAL
ORD001260,CUST00553,2025-05-07 16:55:34,PLACED,WEST
ORD001261,CUST00535,2024-06-25 10:21:42,CANCELLED,EAST
ORD001262,CUST00896,2024-06-10 04:22:19,PLACED,CENTRAL
ORD001263,CUST00440,2024-08-04 09:30:55,SHIPPED,WEST
ORD001264,CUST00809,2023-12-25 15:01:38,CANCELLED,EAST
ORD001265,CUST00604,2024-09-22 22:10:59,RETURNED,NORTH
ORD001266,CUST00436,2023-11-12 02:45:10,SHIPPED,EAST
ORD001267,CUST00489,2023-12-18 22:26:03,SHIPPED,NORTH
ORD001268,CUST00291,2023-11-14 09:09:05,RETURNED,CENTRAL
ORD001269,CUST00419,2024-12-08 10:46:45,DELIVERED,SOUTH
ORD001270,CUST00006,2026-01-03 20:37:37,PLACED,CENTRAL
ORD001271,CUST00536,2024-04-16 04:46:14,PLACED,CENTRAL
ORD001272,CUST00008,2023-12-26 06:32:47,CANCELLED,SOUTH
ORD001273,CUST00705,2025-12-04 18:46:44,DELIVERED,WEST
ORD001274,CUST00371,2025-01-20 04:01:22,PLACED,SOUTH
ORD001275,CUST00437,2024-01-12 20:15:36,RETURNED,EAST
ORD001276,CUST00268,2024-10-27 17:09:30,RETURNED,WEST
ORD001277,CUST00579,2025-02-08 12:29:37,DELIVERED,CENTRAL
ORD001278,CUST00283,2025-12-11 02:48:41,CANCELLED,SOUTH
ORD001279,CUST00424,2023-07-01 12:22:17,RETURNED,CENTRAL
ORD001280,,2024-10-23 17:12:58,SHIPPED,EAST
ORD001281,CUST00573,2023-10-03 01:01:49,RETURNED,WEST
ORD001282,CUST00260,2025-12-31 12:48:57,DELIVERED,CENTRAL
ORD001283,CUST00353,2025-10-07 22:31:17,CANCELLED,SOUTH
ORD001284,CUST00876,2024-04-18 20:11:59,PLACED,SOUTH
ORD001285,CUST00458,2025-02-20 20:54:24,SHIPPED,NORTH
ORD001286,,2025-04-17 02:25:03,RETURNED,WEST
ORD001287,CUST00805,2024-11-06 10:56:49,DELIVERED,CENTRAL
ORD001288,CUST00629,2025-01-15 22:52:04,PLACED,SOUTH
ORD001289,CUST00399,2026-05-19 04:00:47,PLACED,NORTH
ORD001290,CUST00844,2024-01-11 02:52:21,SHIPPED,WEST
ORD001291,CUST00949,2025-09-13 07:31:43,RETURNED,WEST
ORD001292,CUST00091,2026-04-24 23:55:01,PLACED,EAST
ORD001293,,2026-01-18 00:00:00,DELIVERED,NORTH
ORD001294,CUST00624,2026-01-01 15:31:04,PLACED,WEST
ORD001295,CUST00954,2024-06-07 23:49:49,CANCELLED,CENTRAL
ORD001296,CUST00672,2023-11-12 00:00:00,RETURNED,EAST
ORD001297,CUST00729,2025-03-04 00:06:24,RETURNED,NORTH
ORD001298,CUST00969,2023-07-13 04:21:56,SHIPPED,WEST
ORD001299,CUST00450,2025-10-12 02:48:29,PLACED,SOUTH
ORD001300,CUST00871,2025-06-13 10:18:31,RETURNED,EAST
ORD001301,CUST00200,2024-10-31 16:22:34,PLACED,CENTRAL
ORD001302,CUST00523,2024-02-08 16:37:44,RETURNED,SOUTH
ORD001303,CUST00630,2024-02-10 00:00:00,SHIPPED,NORTH
ORD001304,CUST00369,2024-06-02 23:08:03,SHIPPED,NORTH
ORD001305,CUST01000,2025-08-13 08:54:18,SHIPPED,NORTH
ORD001306,CUST00283,2026-05-20 05:19:08,CANCELLED,EAST
ORD001307,CUST00686,2025-06-05 22:40:18,CANCELLED,WEST
ORD001308,CUST00601,2024-02-12 22:12:30,SHIPPED,CENTRAL
ORD001309,CUST00016,2026-01-18 06:02:55,PLACED,NORTH
ORD001310,CUST00563,2024-09-11 03:26:35,DELIVERED,CENTRAL
ORD001311,CUST00937,2024-02-10 12:14:47,RETURNED,EAST
ORD001312,CUST00356,2026-04-27 11:51:53,DELIVERED,SOUTH
ORD001313,CUST00621,2026-06-24 22:17:42,SHIPPED,WEST
ORD001314,CUST00953,2023-08-21 06:13:29,CANCELLED,CENTRAL
ORD001315,CUST00005,2026-01-14 05:40:08,DELIVERED,SOUTH
ORD001316,CUST00417,2024-11-07 05:27:11,RETURNED,NORTH
ORD001317,CUST00573,2024-10-20 18:05:59,PLACED,CENTRAL
ORD001318,CUST00302,2025-08-17 07:48:06,DELIVERED,NORTH
ORD001319,CUST00823,2026-06-02 14:39:41,RETURNED,EAST
ORD001320,CUST00898,2024-01-06 16:51:53,RETURNED,CENTRAL
ORD001321,CUST00257,2024-08-26 16:50:32,CANCELLED,WEST
ORD001322,CUST00577,2025-12-06 13:01:05,CANCELLED,SOUTH
ORD001323,CUST00776,2025-07-10 21:27:57,DELIVERED,WEST
ORD001324,CUST00698,2026-03-05 06:03:04,CANCELLED,CENTRAL
ORD001325,CUST00883,2024-05-28 23:51:37,PLACED,WEST
ORD001326,CUST00120,2025-08-05 21:40:55,DELIVERED,NORTH
ORD001327,CUST00392,2024-09-23 17:31:04,SHIPPED,SOUTH
ORD001328,CUST00820,2026-06-26 18:03:08,DELIVERED,WEST
ORD001329,CUST00979,2025-03-02 00:00:00,DELIVERED,CENTRAL
ORD001330,CUST00549,2023-09-28 06:29:05,PLACED,EAST
ORD001331,,2024-11-27 10:19:18,DELIVERED,NORTH
ORD001332,CUST00409,2024-02-21 02:56:40,DELIVERED,NORTH
ORD001333,CUST00568,2024-05-21 02:01:03,SHIPPED,WEST
ORD001334,CUST00322,2024-06-12 13:04:30,DELIVERED,SOUTH
ORD001335,CUST00916,2026-06-20 22:52:25,RETURNED,EAST
ORD001336,CUST00188,2023-09-18 13:36:23,SHIPPED,WEST
ORD001337,,2024-04-02 00:09:02,SHIPPED,SOUTH
ORD001338,CUST00754,2025-07-25 05:17:00,SHIPPED,EAST
ORD001339,CUST00212,2025-02-26 00:00:00,SHIPPED,SOUTH
ORD001340,CUST00855,2024-10-05 13:06:54,SHIPPED,CENTRAL
ORD001341,CUST00365,2026-04-18 00:25:32,SHIPPED,NORTH
ORD001342,CUST00123,2024-03-02 04:56:46,PLACED,WEST
ORD001343,CUST00629,2023-08-01 09:49:29,PLACED,CENTRAL
ORD001344,CUST00981,2025-10-27 02:35:06,PLACED,WEST
ORD001345,CUST00381,2025-02-27 07:15:32,RETURNED,EAST
ORD001346,CUST00505,2024-12-04 01:21:17,RETURNED,EAST
ORD001347,CUST00503,2025-04-15 03:24:11,SHIPPED,CENTRAL
ORD001348,CUST00287,2026-05-16 23:41:15,CANCELLED,SOUTH
ORD001349,CUST00769,2025-07-03 08:13:47,RETURNED,SOUTH
ORD001350,CUST00056,2024-12-20 23:37:29,RETURNED,WEST
ORD001351,CUST00490,2025-02-25 20:51:08,RETURNED,NORTH
ORD001352,CUST00515,2025-02-25 09:40:54,DELIVERED,WEST
ORD001353,CUST00882,2023-10-18 11:33:23,SHIPPED,WEST
ORD001354,CUST01000,2025-09-25 21:15:34,PLACED,CENTRAL
ORD001355,CUST00472,2024-09-10 14:17:02,DELIVERED,NORTH
ORD001356,CUST00013,2024-09-09 13:05:19,SHIPPED,WEST
ORD001357,CUST00595,2026-06-14 16:35:00,PLACED,EAST
ORD001358,CUST00371,2024-04-26 23:21:22,RETURNED,EAST
ORD001359,CUST00192,2026-06-22 01:01:06,RETURNED,EAST
ORD001360,CUST00243,2025-10-27 05:05:15,DELIVERED,WEST
ORD001361,CUST00982,2025-03-01 14:41:38,RETURNED,EAST
ORD001362,CUST00375,2023-11-27 00:00:00,SHIPPED,WEST
ORD001363,CUST00435,2024-01-18 06:07:26,SHIPPED,WEST
ORD001364,CUST00718,2024-11-12 07:42:41,DELIVERED,EAST
ORD001365,CUST00875,2025-12-16 12:03:52,CANCELLED,EAST
ORD001366,CUST00462,2023-09-20 23:39:20,SHIPPED,CENTRAL
ORD001367,CUST00135,2024-10-13 06:29:36,RETURNED,SOUTH
ORD001368,CUST00834,2025-06-08 15:50:26,PLACED,EAST
ORD001369,CUST00824,2026-04-10 20:19:00,SHIPPED,CENTRAL
ORD001370,CUST00443,2024-03-09 04:45:53,CANCELLED,SOUTH
ORD001371,CUST00150,2025-12-11 11:46:50,SHIPPED,WEST
ORD001372,CUST00826,2024-01-28 14:26:13,PLACED,SOUTH
ORD001373,CUST00432,2025-05-15 08:24:45,CANCELLED,SOUTH
ORD001374,CUST00915,2026-06-14 00:53:43,RETURNED,CENTRAL
ORD001375,,2025-07-17 08:31:25,DELIVERED,WEST
ORD001376,CUST00308,2024-09-23 02:06:00,DELIVERED,CENTRAL
ORD001377,CUST00880,2024-02-08 21:10:52,RETURNED,NORTH
ORD001378,CUST00408,2024-05-19 18:26:56,PLACED,SOUTH
ORD001379,CUST00062,2024-06-01 18:30:35,SHIPPED,EAST
ORD001380,CUST00488,2024-04-27 20:20:32,PLACED,WEST
ORD001381,CUST00763,2026-04-05 13:42:18,DELIVERED,EAST
ORD001382,CUST00370,2023-07-13 02:16:39,DELIVERED,CENTRAL
ORD001383,CUST00571,2025-01-11 14:32:54,DELIVERED,EAST
ORD001384,CUST00021,2025-12-09 04:46:37,CANCELLED,NORTH
ORD001385,CUST00360,2023-12-04 06:41:01,RETURNED,SOUTH
ORD001386,CUST00591,2026-05-17 15:18:48,RETURNED,CENTRAL
ORD001387,CUST00179,2024-02-13 04:55:23,DELIVERED,EAST
ORD001388,CUST00333,2025-02-02 20:48:36,RETURNED,WEST
ORD001389,CUST00794,2025-04-22 09:38:50,CANCELLED,NORTH
ORD001390,CUST00391,2026-05-19 09:20:53,RETURNED,EAST
ORD001391,CUST00475,2024-03-16 05:35:51,SHIPPED,SOUTH
ORD001392,CUST00656,2023-09-24 09:59:01,DELIVERED,WEST
ORD001393,CUST00647,2023-11-25 02:42:42,RETURNED,CENTRAL
ORD001394,CUST00415,2025-01-01 06:55:10,PLACED,NORTH
ORD001395,CUST00166,2025-07-04 01:09:41,DELIVERED,SOUTH
ORD001396,CUST00322,2024-04-02 22:59:30,DELIVERED,EAST
ORD001397,CUST00728,2023-09-18 10:05:42,DELIVERED,CENTRAL
ORD001398,CUST00661,2023-12-28 04:48:00,CANCELLED,EAST
ORD001399,CUST00909,2025-09-06 14:36:32,CANCELLED,EAST
ORD001400,CUST00766,2026-04-03 19:11:44,RETURNED,CENTRAL
ORD001401,CUST00989,2024-12-05 17:27:31,CANCELLED,WEST
ORD001402,CUST00172,2026-01-05 17:03:52,SHIPPED,NORTH
ORD001403,CUST00129,2025-05-02 19:49:41,SHIPPED,EAST
ORD001404,CUST00964,2024-02-14 16:49:16,PLACED,SOUTH
ORD001405,CUST00171,2026-02-26 21:01:24,CANCELLED,NORTH
ORD001406,CUST00098,2025-03-17 11:46:50,PLACED,WEST
ORD001407,CUST00562,2024-07-13 12:05:32,PLACED,NORTH
ORD001408,CUST00790,2023-08-20 17:08:14,CANCELLED,CENTRAL
ORD001409,CUST00784,2023-12-30 11:04:21,PLACED,NORTH
ORD001410,CUST00269,2024-07-07 01:32:01,RETURNED,SOUTH
ORD001411,CUST00087,2025-03-06 01:46:57,CANCELLED,EAST
ORD001412,CUST00235,2025-07-26 23:05:11,SHIPPED,EAST
ORD001413,CUST00454,2024-10-11 02:52:45,SHIPPED,SOUTH
ORD001414,CUST00540,2026-06-01 15:41:57,SHIPPED,NORTH
ORD001415,CUST00036,2026-01-10 00:04:47,DELIVERED,EAST
ORD001416,CUST00885,2024-03-22 20:34:27,CANCELLED,WEST
ORD001417,CUST00999,2026-04-07 23:49:39,RETURNED,EAST
ORD001418,CUST00562,2025-02-01 00:39:42,CANCELLED,SOUTH
ORD001419,,2026-06-07 13:46:26,RETURNED,SOUTH
ORD001420,CUST00606,2026-05-05 20:38:21,RETURNED,WEST
ORD001421,,2026-04-16 21:09:18,RETURNED,WEST
ORD001422,CUST00537,2023-11-15 02:44:18,RETURNED,EAST
ORD001423,CUST00931,2025-06-18 04:48:14,DELIVERED,WEST
ORD001424,CUST00553,2026-04-04 03:08:30,SHIPPED,NORTH
ORD001425,CUST00453,2025-02-11 11:32:51,DELIVERED,EAST
ORD001426,CUST00423,2024-08-29 10:35:25,DELIVERED,SOUTH
ORD001427,CUST00311,2026-03-07 04:53:41,PLACED,NORTH
ORD001428,CUST00536,2026-04-08 14:41:06,SHIPPED,EAST
ORD001429,CUST00294,2025-05-20 09:00:18,CANCELLED,CENTRAL
ORD001430,CUST00009,2025-01-19 12:35:20,CANCELLED,WEST
ORD001431,CUST00307,2023-07-16 22:21:44,PLACED,WEST
ORD001432,CUST00818,2024-01-01 07:43:53,DELIVERED,CENTRAL
ORD001433,CUST00237,2023-12-27 01:59:10,PLACED,CENTRAL
ORD001434,CUST00383,2023-11-04 06:43:23,SHIPPED,WEST
ORD001435,CUST00904,2024-01-04 12:12:17,RETURNED,WEST
ORD001436,CUST00405,2025-07-27 21:10:41,SHIPPED,SOUTH
ORD001437,CUST00733,2026-03-21 07:15:56,CANCELLED,WEST
ORD001438,CUST00226,2026-05-02 20:10:24,DELIVERED,NORTH
ORD001439,CUST00433,2025-08-28 18:35:39,SHIPPED,CENTRAL
ORD001440,CUST00783,2024-06-12 07:58:44,RETURNED,EAST
ORD001441,CUST00292,2023-08-03 16:17:33,RETURNED,EAST
ORD001442,CUST00423,2025-12-26 13:09:53,SHIPPED,NORTH
ORD001443,CUST00187,2025-12-05 00:06:23,SHIPPED,EAST
ORD001444,CUST00114,2025-12-04 11:00:27,CANCELLED,CENTRAL
ORD001445,CUST00464,2025-07-12 18:47:15,DELIVERED,CENTRAL
ORD001446,CUST00504,2024-08-27 02:59:35,SHIPPED,EAST
ORD001447,CUST00020,2026-06-10 13:46:01,SHIPPED,NORTH
ORD001448,CUST00993,2023-11-22 18:59:34,RETURNED,NORTH
ORD001449,,2026-01-04 21:55:27,PLACED,EAST
ORD001450,CUST00276,2024-04-05 05:33:47,SHIPPED,WEST
ORD001451,CUST00745,2025-02-14 08:51:16,PLACED,SOUTH
ORD001452,CUST00093,2025-07-20 01:45:33,SHIPPED,NORTH
ORD001453,CUST00506,2026-03-26 06:05:51,SHIPPED,EAST
ORD001454,CUST00431,2026-06-24 13:43:35,DELIVERED,WEST
ORD001455,CUST00381,2025-05-02 13:40:41,CANCELLED,NORTH
ORD001456,CUST00339,2024-10-04 09:35:04,PLACED,SOUTH
ORD001457,CUST00058,2025-12-02 13:59:24,DELIVERED,WEST
ORD001458,CUST00074,2024-01-09 10:56:44,RETURNED,WEST
ORD001459,CUST00186,2023-11-30 09:13:53,SHIPPED,EAST
ORD001460,CUST00837,2024-11-15 03:12:28,CANCELLED,NORTH
ORD001461,CUST00125,2023-10-05 13:10:51,SHIPPED,WEST
ORD001462,CUST00790,2025-10-10 21:39:28,CANCELLED,SOUTH
ORD001463,CUST00756,2024-04-11 02:59:09,PLACED,SOUTH
ORD001464,CUST00472,2025-03-19 13:36:34,PLACED,CENTRAL
ORD001465,CUST00682,2026-06-21 11:20:41,SHIPPED,WEST
ORD001466,CUST00399,2023-07-29 13:59:29,DELIVERED,EAST
ORD001467,CUST00163,2025-03-01 15:35:31,PLACED,CENTRAL
ORD001468,CUST00534,2025-11-08 17:13:05,PLACED,EAST
ORD001469,CUST00493,2025-10-09 04:51:36,DELIVERED,SOUTH
ORD001470,CUST00370,2025-09-29 08:53:35,PLACED,SOUTH
ORD001471,CUST00997,2025-07-26 20:45:05,PLACED,SOUTH
ORD001472,CUST00649,2023-10-06 05:20:16,CANCELLED,EAST
ORD001473,CUST00016,2025-09-11 23:49:42,SHIPPED,EAST
ORD001474,CUST00599,2025-12-23 05:47:30,PLACED,WEST
ORD001475,CUST00809,2025-10-13 04:29:24,SHIPPED,NORTH
ORD001476,CUST00993,2026-04-06 06:57:16,PLACED,CENTRAL
ORD001477,CUST00803,2024-01-07 16:10:41,CANCELLED,CENTRAL
ORD001478,CUST00159,2024-05-16 04:36:09,DELIVERED,NORTH
ORD001479,CUST00255,2026-04-16 23:31:24,SHIPPED,WEST
ORD001480,CUST00094,2023-12-28 04:01:32,RETURNED,EAST
ORD001481,CUST00954,2024-04-04 13:26:28,PLACED,NORTH
ORD001482,CUST00365,2026-01-14 13:57:24,SHIPPED,CENTRAL
ORD001483,CUST00811,2026-06-12 21:19:11,PLACED,SOUTH
ORD001484,CUST00500,2024-04-03 10:21:04,SHIPPED,EAST
ORD001485,CUST00572,2023-07-07 04:17:09,DELIVERED,WEST
ORD001486,CUST00751,2025-11-06 15:19:09,SHIPPED,NORTH
ORD001487,CUST00706,2025-05-23 15:50:34,CANCELLED,EAST
ORD001488,CUST00742,2024-10-29 03:36:00,SHIPPED,EAST
ORD001489,CUST00921,2024-01-06 01:15:15,PLACED,WEST
ORD001490,CUST00724,2023-08-28 17:09:20,CANCELLED,CENTRAL
ORD001491,CUST00302,2024-01-15 00:24:03,RETURNED,WEST
ORD001492,CUST00195,2025-12-08 06:22:03,RETURNED,SOUTH
ORD001493,CUST00557,2024-05-14 06:36:02,DELIVERED,EAST
ORD001494,CUST00750,2026-04-07 17:59:39,CANCELLED,EAST
ORD001495,CUST00889,2024-03-05 08:08:49,RETURNED,CENTRAL
ORD001496,CUST00165,2023-11-12 07:59:39,PLACED,CENTRAL
ORD001497,CUST00159,2025-11-18 17:10:17,CANCELLED,EAST
ORD001498,CUST00840,2024-07-31 18:31:02,DELIVERED,CENTRAL
ORD001499,CUST00376,2023-08-22 00:00:00,CANCELLED,NORTH
ORD001500,CUST00795,2023-07-11 00:00:00,RETURNED,WEST
ORD001501,CUST00752,2024-01-08 15:35:02,SHIPPED,NORTH
ORD001502,CUST00635,2025-08-23 04:22:10,DELIVERED,CENTRAL
ORD001503,CUST00245,2024-10-04 17:35:04,DELIVERED,NORTH
ORD001504,CUST00675,2025-01-13 16:16:42,RETURNED,WEST
ORD001505,CUST00195,2025-10-21 15:30:29,RETURNED,WEST
ORD001506,CUST00785,2024-03-21 11:37:25,RETURNED,SOUTH
ORD001507,CUST00628,2025-04-16 02:17:21,DELIVERED,EAST
ORD001508,CUST00420,2026-04-16 07:45:09,DELIVERED,NORTH
ORD001509,CUST00099,2023-06-29 00:58:58,RETURNED,NORTH
ORD001510,CUST00045,2024-07-18 16:28:13,SHIPPED,SOUTH
ORD001511,CUST00895,2024-10-07 20:58:20,PLACED,SOUTH
ORD001512,CUST00110,2023-09-08 14:59:44,CANCELLED,SOUTH
ORD001513,CUST00102,2025-09-12 20:02:02,PLACED,CENTRAL
ORD001514,CUST00658,2024-09-26 16:25:09,CANCELLED,WEST
